,text,label,polarity,textblob_polarity,textblob_sentiment,textblob_assessments,lm_polarity,lm,textblob
8485,Do Hedge Funds Love Virtusa Corporation (VRTU)?,2,0,1,0.5,"[('love', 0.5)]",0,1,0
8486,Do Insiders Own Shares In LifeVantage Corporation (NASDAQ:LFVN)?,2,0,1,0.6,"[('own', 0.6)]",0,1,0
8487,Do Institutions Own Norbit ASA (OB:NORBIT) Shares?,2,0,1,0.6,"[('own', 0.6)]",0,1,0
8488,Do Institutions Own Reliance Industries Limited (NSE:RELIANCE) Shares?,2,0,1,0.2642857142857143,"[('own', 0.6), ('limited', -0.07142857142857142)]",0,1,0
8489,Do Institutions Own Shares In Macquarie Infrastructure Corporation (NYSE:MIC)?,2,0,1,0.6,"[('own', 0.6)]",0,1,0
8490,Do These 3 Checks Before Buying Schlumberger Limited (NYSE:SLB) For Its Upcoming Dividend,2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8491,Do These 3 Checks Before Buying Valero Energy Corporation (NYSE:VLO) For Its Upcoming Dividend,2,0,0,0.0,[],0,1,1
8492,"Do you buy Facebook $FB off of @MikeBloomberg's late entry into the Democratic presidential primary?
@JimCramer dig… https://t.co/HtHqzkjhUi",2,0,0,0.05000000000000002,"[('late', -0.3), ('primary', 0.4)]",0,1,1
8493,Do You Like Oracle Corporation (NYSE:ORCL) At This P/E Ratio?,2,0,0,0.0,[],0,1,1
8494,Does adidas AG's (ETR:ADS) CEO Salary Reflect Performance?,2,0,0,0.0,[],1,0,1
8495,Does Brainstorm Cell Therapeutics Inc. (NASDAQ:BCLI) Have A High Beta?,2,0,1,0.16,"[('high', 0.16)]",0,1,0
8496,Does Chorus Aviation's (TSE:CHR) Share Price Gain of 76% Match Its Business Performance?,2,0,0,0.0,[],1,0,1
8497,Does DiamondRock Hospitality Company (NYSE:DRH) Have A Volatile Share Price?,2,0,0,0.0,[],-1,0,1
8498,Does Equiniti Group (LON:EQN) Deserve A Spot On Your Watchlist?,2,0,0,0.0,[],0,1,1
8499,Does Evertz Technologies Limited (TSE:ET) Have A Place In Your Dividend Portfolio?,2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8500,"Does General Mills, Inc. (NYSE:GIS) Have A Good P/E Ratio?",2,0,1,0.375,"[('general', 0.05000000000000002), ('good', 0.7)]",1,0,0
8501,"Does Home Bancshares, Inc. (Conway, AR) (NASDAQ:HOMB) Have A Good P/E Ratio?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8502,Does KNR Constructions Limited (NSE:KNRCON) Create Value For Shareholders?,2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8503,Does Mimecast Limited (NASDAQ:MIME) Have A Particularly Volatile Share Price?,2,0,0,0.047619047619047616,"[('limited', -0.07142857142857142), ('particularly', 0.16666666666666666)]",0,1,1
8504,Does National Beverage's (NASDAQ:FIZZ) Share Price Gain of 70% Match Its Business Performance?,2,0,0,0.0,[],1,0,1
8505,Does OneSpaWorld Holdings (NASDAQ:OSW) Have A Healthy Balance Sheet?,2,0,1,0.5,"[('healthy', 0.5)]",1,0,0
8506,Does Planet Green Holdings Corp. (NYSEMKT:PLAG) Have A High Beta?,2,0,0,-0.020000000000000004,"[('green', -0.2), ('high', 0.16)]",0,1,1
8507,"Does Steel Dynamics, Inc.'s (NASDAQ:STLD) P/E Ratio Signal A Buying Opportunity?",2,0,0,0.0,[],1,0,1
8508,Does The Cubic Corporation (NYSE:CUB) Share Price Fall With The Market?,2,0,0,0.0,[],-1,0,1
8509,"Does The Financial Institutions, Inc. (NASDAQ:FISI) Share Price Fall With The Market?",2,0,0,0.0,"[('financial', 0.0)]",-1,0,1
8510,Does The Hexindai Inc. (NASDAQ:HX) Share Price Tend To Follow The Market?,2,0,0,0.0,[],0,1,1
8511,"Does Your Retirement Portfolio Hold These 3 Mutual Fund Misfires? - November 25, 2019",2,0,0,0.0,[],0,1,1
8512,Don’t Expect the Roaring ’10s for Stocks to Repeat in the ’20s,2,0,0,0.0,[],0,1,1
8513,"Don't Sell Cable One, Inc. (NYSE:CABO) Before You Read This",2,0,0,0.0,[],0,1,1
8514,Dotz Nano : Further request for voluntary suspension #DotzNano #Stock #MarketScreener https://t.co/lidytJ2fxm https://t.co/zqkHMHpbhz,2,0,0,0.0,"[('further', 0.0)]",0,1,1
8515,Dragonfly Capital Premium Top 10 Equal Weighted gained 1.00% this week using 70% of capital.  YTD +23.03%… https://t.co/qzymFkw080,2,0,1,0.25,"[('top', 0.5), ('equal', 0.0)]",1,0,0
8516,"Easy Come, Easy Go: How Stratasys (NASDAQ:SSYS) Shareholders Got Unlucky And Saw 82% Of Their Cash Evaporate",2,0,1,0.43333333333333335,"[('easy', 0.43333333333333335), ('easy', 0.43333333333333335)]",-1,0,0
8517,"Estimating The Fair Value Of Avid Bioservices, Inc. (NASDAQ:CDMO)",2,0,1,0.475,"[('fair', 0.7), ('avid', 0.25)]",0,1,0
8518,"Estimating The Fair Value Of Baidu, Inc. (NASDAQ:BIDU)",2,0,1,0.7,"[('fair', 0.7)]",0,1,0
8519,Estimating The Fair Value Of EBOS Group Limited (NZSE:EBO),2,0,1,0.3142857142857143,"[('fair', 0.7), ('limited', -0.07142857142857142)]",0,1,0
8520,"Estimating The Fair Value Of Monro, Inc. (NASDAQ:MNRO)",2,0,1,0.7,"[('fair', 0.7)]",0,1,0
8521,Estimating The Fair Value Of Rexnord Corporation (NYSE:RXN),2,0,1,0.7,"[('fair', 0.7)]",0,1,0
8522,Estimating The Fair Value Of The Estée Lauder Companies Inc. (NYSE:EL),2,0,1,0.7,"[('fair', 0.7)]",0,1,0
8523,Estimating The Intrinsic Value Of Polaris Inc. (NYSE:PII),2,0,0,0.0,[],0,1,1
8524,"Exxon Stock Still Solid and Undervalued, but the Market Doesn’t Seem to Care - Investorplace.com",2,0,0,0.0,"[('solid', 0.0)]",1,0,1
8525,Eyes on $EARS for the coming week !!,2,0,0,0.0,[],0,1,1
8526,"Fortinet : FortiGuard Labs Weekly Threat Update &ndash; November 22, 2019 #Fortinet #Stock #MarketScreener… https://t.co/DtxRWKpWWP",2,0,0,0.0,[],0,1,1
8527,"Franklin Electric Co., Inc. (FELE): Are Hedge Funds Right About This Stock?",2,0,1,0.2857142857142857,"[('right', 0.2857142857142857)]",0,1,0
8528,"FreightCar America, Inc. (RAIL) Is Burning These Hedge Funds",2,0,0,0.0,[],0,1,1
8529,"Full Earnings Calendar via @eWhispers https://t.co/MzxVJgdx1b

Upgrades/Downgrades via @Benzinga https://t.co/OWRZDcp9Dn",2,0,1,0.35,"[('full', 0.35)]",0,1,0
8530,Genocea Biosciences Inc (GNCA): Hedge Fund Sentiment Unchanged,2,0,0,0.0,[],-1,0,1
8531,Gilead an acquisition target? Deep pockets required,2,0,0,0.0,"[('deep', 0.0)]",0,1,1
8532,Global Medical REIT adds another bull to its herd,2,0,0,0.0,"[('global', 0.0), ('medical', 0.0)]",1,0,1
8533,Grab Your Smart Watch and Start Tracking Apple Stock,2,0,1,0.21428571428571427,"[('smart', 0.21428571428571427)]",0,1,0
8534,Grupa LOTOS S A : Report no. 38/2019 #GrupaLOTOSSA #Stock #MarketScreener https://t.co/33oqIuvaBX https://t.co/o0INQ0t6jd,2,0,0,0.0,[],0,1,1
8535,GSMA：気候の非常事態への対策として大幅な炭素削減を可能にするモバイル技術,2,0,0,0.0,[],0,1,1
8536,"H&E Equipment Services, Inc. (NASDAQ:HEES) Looks Like A Good Stock, And It's Going Ex-Dividend Soon",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8537,Health Check: How Prudently Does RWE (ETR:RWE) Use Debt?,2,0,0,0.0,[],0,1,1
8538,Hedge Fund Sentiment Is Stagnant On Granite Construction Incorporated (GVA),2,0,0,0.0,[],-1,0,1
8539,"Hedge Funds Dropped The Ball On Adverum Biotechnologies, Inc. (ADVM)",2,0,0,0.0,[],1,0,1
8540,"Hedge Funds Dropped The Ball On Molecular Templates, Inc. (MTEM)",2,0,0,0.0,[],1,0,1
8541,Hedge Funds Dropped The Ball On Servicesource International Inc (SREV),2,0,0,0.0,"[('international', 0.0)]",-1,0,1
8542,"Hedge Funds Dropped The Ball On The Meet Group, Inc. (MEET)",2,0,0,0.0,[],1,0,1
8543,Hedge Funds Open Kimono: 5 Best Media Stocks To Buy,2,0,1,0.5,"[('open', 0.0), ('best', 1.0)]",0,1,0
8544,Hedge Funds Open Kimono: 5 Most Popular Software Stocks Right Now,2,0,1,0.3464285714285714,"[('open', 0.0), ('most', 0.5), ('popular', 0.6), ('right', 0.2857142857142857)]",0,1,0
8545,Hedge Funds Prefer Analog Devices Over ABB Ltd (ABB),2,0,0,0.0,[],0,1,1
8546,Here Are 2 Key Catalysts for Kroger Stock in Fiscal 2020,2,0,0,0.0,"[('key', 0.0)]",0,1,1
8547,"Here is What Hedge Funds Think About Advanced Energy Industries, Inc. (AEIS)",2,0,1,0.4,"[('advanced', 0.4)]",0,1,0
8548,Here is What Hedge Funds Think About Antares Pharma Inc (NASDAQ:ATRS),2,0,0,0.0,[],0,1,1
8549,Here is What Hedge Funds Think About Briggs & Stratton Corporation (BGG),2,0,0,0.0,[],0,1,1
8550,Here is What Hedge Funds Think About Companhia Brasileira de Distrib.  (CBD),2,0,0,0.0,[],0,1,1
8551,Here is What Hedge Funds Think About Guangshen Railway Co. Ltd  (GSH),2,0,0,0.0,[],0,1,1
8552,Here is What Hedge Funds Think About Imperial Oil Limited (IMO),2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8553,"Here is What Hedge Funds Think About Leggett & Platt, Inc. (LEG)",2,0,0,0.0,[],0,1,1
8554,Here is What Hedge Funds Think About Monmouth Real Estate Investment Corporation (MNR),2,0,1,0.2,"[('real', 0.2)]",0,1,0
8555,Here is What Hedge Funds Think About National Grid plc  (NGG),2,0,0,0.0,[],0,1,1
8556,Here is What Hedge Funds Think About Power Integrations Inc (POWI),2,0,0,0.0,[],0,1,1
8557,Here is What Hedge Funds Think About Xencor Inc (XNCR),2,0,0,0.0,[],0,1,1
8558,Here’s What Analysts Are Saying About Hong Kong Stocks for 2020,2,0,0,0.0,[],0,1,1
8559,Here's a Blue-Chip Stock You'd Probably Never Guess Would Profit From Marijuana Legalization,2,0,0,0.0,[],0,1,1
8560,Here's How P/E Ratios Can Help Us Understand Open Text Corporation (NASDAQ:OTEX),2,0,0,0.0,"[('open', 0.0)]",0,1,1
8561,"Here's What Air Transport Services Group, Inc.'s (NASDAQ:ATSG) P/E Ratio Is Telling Us",2,0,0,0.0,[],0,1,1
8562,Here's What Analysts Are Forecasting For ConocoPhillips Company After Its Yearly Results,2,0,0,0.0,[],0,1,1
8563,"Here's What Analysts Are Forecasting For Dolby Laboratories, Inc. After Its Latest Annual Results",2,0,1,0.5,"[('latest', 0.5)]",0,1,0
8564,"Here's What Analysts Are Forecasting For FireEye, Inc. After Its Annual Results",2,0,0,0.0,[],0,1,1
8565,Here's What Analysts Are Forecasting For TD Ameritrade Holding Corporation After Its Latest Annual Results,2,0,1,0.5,"[('latest', 0.5)]",0,1,0
8566,Here's What Analysts Are Forecasting For zooplus AG After Its Latest Half-Year Results,2,0,1,0.5,"[('latest', 0.5)]",0,1,0
8567,Here's What Analysts Are Saying About Hong Kong Stocks for 2020,2,0,0,0.0,[],0,1,1
8568,Here's What BW Offshore Limited's (OB:BWO) P/E Is Telling Us,2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8569,Here's what has $ULTA stock sitting pretty: https://t.co/KyPKfasJmf,2,0,1,0.25,"[('pretty', 0.25)]",0,1,0
8570,Here's What MSA Safety Incorporated's (NYSE:MSA) ROCE Can Tell Us,2,0,0,0.0,[],0,1,1
8571,"Here's What NVR, Inc.'s (NYSE:NVR) ROCE Can Tell Us",2,0,0,0.0,[],0,1,1
8572,Here's What We Think About Enterprise Financial Services Corp's (NASDAQ:EFSC) CEO Pay,2,0,0,0.0,"[('financial', 0.0)]",0,1,1
8573,"Here's What We Think About Orion Energy Systems, Inc.'s (NASDAQ:OESX) CEO Pay",2,0,0,0.0,[],0,1,1
8574,Here's what's moving stocks into the close: https://t.co/WAaUPGAJUU,2,0,0,0.0,[],0,1,1
8575,Here's Why Centrex Metals (ASX:CXM) Must Use Its Cash Wisely,2,0,1,0.7,"[('wisely', 0.7)]",0,1,0
8576,Here's Why I Think Microsoft Is a Better Buy Than Amazon,2,0,1,0.5,"[('better', 0.5)]",1,0,0
8577,Here's Why I Think Middlefield Banc (NASDAQ:MBCN) Is An Interesting Stock,2,0,1,0.5,"[('interesting', 0.5)]",0,1,0
8578,Here's Why Magna International (TSE:MG) Can Manage Its Debt Responsibly,2,0,0,0.1,"[('international', 0.0), ('responsibly', 0.2)]",0,1,1
8579,Here's Why Sino-Ocean Group Holding (HKG:3377) Has A Meaningful Debt Burden,2,0,1,0.5,"[('meaningful', 0.5)]",-1,0,0
8580,Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,2,0,1,0.5,"[('meaningful', 0.5)]",-1,0,0
8581,Here's Why We Think Aecon Group (TSE:ARE) Is Well Worth Watching,2,0,1,0.3,"[('worth', 0.3)]",0,1,0
8582,Here's Why We Think Ohio Valley Banc (NASDAQ:OVBC) Is Well Worth Watching,2,0,1,0.3,"[('worth', 0.3)]",0,1,0
8583,Here's Why We Think Shimao Property Holdings (HKG:813) Is Well Worth Watching,2,0,1,0.3,"[('worth', 0.3)]",0,1,0
8584,Here's Why We Think Wynn Resorts (NASDAQ:WYNN) Is Well Worth Watching,2,0,1,0.3,"[('worth', 0.3)]",0,1,0
8585,Here's Why We're Not At All Concerned With Akcea Therapeutics's (NASDAQ:AKCA) Cash Burn Situation,2,0,0,0.0,[],-1,0,1
8586,Here's Why We're Not Too Worried About Liberty Gold's (TSE:LGD) Cash Burn Situation,2,0,0,0.0,[],-1,0,1
8587,Here's Why We're Wary Of Buying Kin and Carta plc's (LON:KCT) For Its Upcoming Dividend,2,0,-1,-0.5,"[('wary', -0.5)]",0,1,0
8588,Here's Why We're Watching Mineworx Technologies's (CVE:MWX) Cash Burn Situation,2,0,0,0.0,[],-1,0,1
8589,"Highlight: 'Exxon definitely kind of has a counter-cyclical investment strategy right now,â€ @EdwardJones Analyst Je... https://t.co/IKlyfjyNHn",2,0,1,0.44285714285714284,"[('definitely_kind', 0.6), ('right', 0.2857142857142857)]",0,1,0
8590,HOML,2,0,0,0.0,[],0,1,1
8591,"How Does Consort Medical's (LON:CSRT) P/E Compare To Its Industry, After Its Big Share Price Gain?",2,0,0,0.0,"[('medical', 0.0), ('big', 0.0)]",1,0,1
8592,"How Does CVR Energy, Inc. (NYSE:CVI) Fare As A Dividend Stock?",2,0,0,0.0,[],0,1,1
8593,"How Does Enterprise Bancorp, Inc. (NASDAQ:EBTC) Fare As A Dividend Stock?",2,0,0,0.0,[],0,1,1
8594,"How Does Funko's (NASDAQ:FNKO) P/E Compare To Its Industry, After The Share Price Drop?",2,0,0,0.0,[],0,1,1
8595,How Does Investing In Ellomay Capital Ltd. (NYSEMKT:ELLO) Impact The Volatility Of Your Portfolio?,2,0,0,0.0,[],0,1,1
8596,How Does Investing In Genovis AB (publ) (STO:GENO) Impact The Volatility Of Your Portfolio?,2,0,0,0.0,[],0,1,1
8597,How Does Link Administration Holdings Limited (ASX:LNK) Fare As A Dividend Stock?,2,0,0,-0.07142857142857142,"[('limited', -0.07142857142857142)]",0,1,1
8598,"How Does Perfect Shape Medical's (HKG:1830) P/E Compare To Its Industry, After Its Big Share Price Gain?",2,0,1,0.3333333333333333,"[('perfect', 1.0), ('medical', 0.0), ('big', 0.0)]",1,0,0
8599,"How Dow 28,000 Can Rapidly Become Dow 30,000 and Even Higher in 2020",2,0,1,0.25,"[('higher', 0.25)]",1,0,0
8600,"How Good Is CENTROTEC Sustainable AG (ETR:CEV), When It Comes To ROE?",2,0,1,0.7,"[('good', 0.7)]",0,1,0
8601,How Large Is Activision Blizzard’s Mobile Gaming Business?,2,0,1,0.21428571428571427,"[('large', 0.21428571428571427)]",0,1,0
8602,How Many Canopy Growth Corporation (TSE:WEED) Shares Do Institutions Own?,2,0,1,0.55,"[('many', 0.5), ('own', 0.6)]",0,1,0
8603,How Many China Mengniu Dairy Company Limited (HKG:2319) Shares Do Institutions Own?,2,0,1,0.3428571428571428,"[('many', 0.5), ('limited', -0.07142857142857142), ('own', 0.6)]",0,1,0
8604,How Many Reliance Communications Limited (NSE:RCOM) Shares Do Institutions Own?,2,0,1,0.3428571428571428,"[('many', 0.5), ('limited', -0.07142857142857142), ('own', 0.6)]",0,1,0
8605,How Many The Clorox Company (NYSE:CLX) Shares Do Institutions Own?,2,0,1,0.55,"[('many', 0.5), ('own', 0.6)]",0,1,0
8606,How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,2,0,1,0.2,"[('much', 0.2)]",0,1,0
8607,"How Much Of ACS, Actividades de Construcción y Servicios, S.A. (BME:ACS) Do Insiders Own?",2,0,1,0.4,"[('much', 0.2), ('own', 0.6)]",0,1,0
8608,"How Much Of Guangzhou Automobile Group Co., Ltd. (HKG:2238) Do Institutions Own?",2,0,1,0.4,"[('much', 0.2), ('own', 0.6)]",0,1,0
8609,How Much Tax Will I Owe on My Social Security Benefits?,2,0,1,0.11666666666666667,"[('much', 0.2), ('social', 0.03333333333333333)]",0,1,0
8610,"How Much Upside Is Too Much for Intel, AMD and Nvidia?",2,0,1,0.2,"[('much', 0.2), ('much', 0.2)]",0,1,0
8611,"How Should Investors Feel About KBR, Inc.'s (NYSE:KBR) CEO Pay?",2,0,0,0.0,[],0,1,1
8612,How Should Investors React To Future plc's (LON:FUTR) CEO Pay?,2,0,0,0.0,"[('future', 0.0)]",0,1,1
8613,How to find growth in stocks after a year of strong gains,2,0,1,0.4333333333333333,"[('strong', 0.4333333333333333)]",1,0,0
8614,How to Invest in Gas Stocks,2,0,0,0.0,[],0,1,1
8615,How to Invest in Growth Stock Mutual Funds,2,0,0,0.0,[],0,1,1
8616,HSAC,2,0,0,0.0,[],0,1,1
8617,I Ran A Stock Scan For Earnings Growth And DMC Global (NASDAQ:BOOM) Passed With Ease,2,0,0,0.0,"[('global', 0.0)]",1,0,1
8618,ICYMI,2,0,0,0.0,[],0,1,1
8619,"ICYMI, @ViacomCBS is now on Nasdaq $VIAC! 

👋 to

@ParamountPics 
@MTV 
@Nickelodeon 
@ComedyCentral 
@BET… https://t.co/phNliFaKzX",2,0,0,0.0,[],0,1,1
8620,"If You Had Bought Cenovus Energy (TSE:CVE) Stock Five Years Ago, You'd Be Sitting On A 56% Loss, Today",2,0,0,0.0,[],-1,0,1
8621,"If You Had Bought Manhattan Bridge Capital (NASDAQ:LOAN) Stock Five Years Ago, You Could Pocket A 118% Gain Today",2,0,0,0.0,[],1,0,1
8622,If You Like EPS Growth Then Check Out Erie Indemnity (NASDAQ:ERIE) Before It's Too Late,2,0,-1,-0.3,"[('late', -0.3)]",0,1,0
8623,If You Like EPS Growth Then Check Out John Bean Technologies (NYSE:JBT) Before It's Too Late,2,0,-1,-0.3,"[('late', -0.3)]",0,1,0
8624,"I'm not an FA guy, but just heard a preview of Cathie Wood discussing $TSLA, which was interesting. 

Looking forwa... https://t.co/xxJOCGvt7y",2,0,1,0.5,"[('interesting', 0.5)]",0,1,0
8625,Imagine Holding Dacian Gold (ASX:DCN) Shares While The Price Zoomed 377% Higher,2,0,1,0.25,"[('higher', 0.25)]",1,0,0
8626,Imagine Owning Caleres (NYSE:CAL) And Wondering If The 28% Share Price Slide Is Justified,2,0,1,0.4,"[('justified', 0.4)]",0,1,0
8627,Imagine Owning Hersha Hospitality Trust (NYSE:HT) While The Price Tanked 51%,2,0,0,0.0,[],0,1,1
8628,Imagine Owning PICO Holdings (NASDAQ:PICO) And Wondering If The 42% Share Price Slide Is Justified,2,0,1,0.4,"[('justified', 0.4)]",0,1,0
8629,Imagine Owning Prestige Consumer Healthcare (NYSE:PBH) And Wondering If The 25% Share Price Slide Is Justified,2,0,1,0.4,"[('justified', 0.4)]",0,1,0
8630,"Insider Buying: The Amyris, Inc. (NASDAQ:AMRS) Independent Director Just Bought US$30m Worth Of Shares",2,0,1,0.15,"[('independent', 0.0), ('worth', 0.3)]",0,1,0
8631,Is $WDAY setting investors up for disappointment?  https://t.co/A12XLIAzvT,2,0,-1,-0.6,"[('disappointment', -0.6)]",-1,0,0
8632,"Is ABM Industries, Inc. (ABM) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8633,"Is AeroVironment, Inc. (AVAV) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8634,Is Affimed NV (AFMD) Going to Burn These Hedge Funds?,2,0,0,0.0,[],-1,0,1
8635,"Is Alamo Group, Inc. (ALG) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8636,Is Alnylam Stock a Good Buy Now?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8637,Is American Century Global Growth Investor (TWGGX) a Strong Mutual Fund Pick Right Now?,2,0,1,0.17976190476190473,"[('american', 0.0), ('global', 0.0), ('strong', 0.4333333333333333), ('right', 0.2857142857142857)]",1,0,0
8638,Is Aphria Stock a Buy?,2,0,0,0.0,[],1,0,1
8639,Is Aphria the Best Large-Cap Cannabis Stock Right Now?,2,0,1,0.6428571428571428,"[('best', 1.0), ('right', 0.2857142857142857)]",0,1,0
8640,Is Applied Optoelectronics Inc (AAOI) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8641,"Is Archrock, Inc. (NYSE:AROC) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8642,"Is Arcus Biosciences, Inc. (NYSE:RCUS) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8643,Is Ares Commercial Real Estate Corp (ACRE) A Good Stock To Buy?,2,0,1,0.3,"[('commercial', 0.0), ('real', 0.2), ('good', 0.7)]",1,0,0
8644,"Is Ashford Hospitality Trust, Inc. (AHT) Going to Burn These Hedge Funds?",2,0,0,0.0,[],0,1,1
8645,Is Astra Microwave Products (NSE:ASTRAMICRO) A Risky Investment?,2,0,0,0.0,[],-1,0,1
8646,Is AT&T Inc. (NYSE:T) Creating Value For Shareholders?,2,0,0,0.0,[],1,0,1
8647,"Is Atlantic Capital Bancshares, Inc. (ACBI) A Good Stock To Buy ?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8648,"Is AVROBIO, Inc. (AVRO) Going to Burn These Hedge Funds?",2,0,0,0.0,[],-1,0,1
8649,Is BRP Inc. (DOOO) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8650,"Is CarMax, Inc.'s (NYSE:KMX) CEO Paid At A Competitive Rate?",2,0,0,0.0,[],0,1,1
8651,Is Carpenter Technology Corporation (CRS) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8652,Is Celestica Inc. (TSE:CLS) Worth CA$10.4 Based On Its Intrinsic Value?,2,0,1,0.3,"[('worth', 0.3)]",0,1,0
8653,Is Chimerix Inc (CMRX) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8654,"Is China Lodging Group, Limited (HTHT) A Good Stock To Buy?",2,0,1,0.3142857142857143,"[('limited', -0.07142857142857142), ('good', 0.7)]",1,0,0
8655,Is Chuy’s Holdings Inc (CHUY) A Good Stock To Buy ?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8656,Is Cisco Systems Still On The Right Route?,2,0,1,0.2857142857142857,"[('right', 0.2857142857142857)]",0,1,0
8657,Is Clean Energy Fuels Corp (CLNE) A Good Stock To Buy?,2,0,1,0.5333333333333333,"[('clean', 0.3666666666666667), ('good', 0.7)]",1,0,0
8658,Is Colliers International Group Inc (CIGI) Going to Burn These Hedge Funds?,2,0,0,0.0,"[('international', 0.0)]",-1,0,1
8659,"Is Commercial Vehicle Group, Inc. (CVGI) Going to Burn These Hedge Funds?",2,0,0,0.0,"[('commercial', 0.0)]",-1,0,1
8660,Is Companhia de Saneamento Basico  (SBS) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8661,Is Computershare Limited's (ASX:CPU) CEO Salary Justified?,2,0,1,0.1642857142857143,"[('limited', -0.07142857142857142), ('justified', 0.4)]",0,1,0
8662,"Is ConnectOne Bancorp, Inc.'s (NASDAQ:CNOB) P/E Ratio Really That Good?",2,0,1,0.44999999999999996,"[('really', 0.2), ('good', 0.7)]",1,0,0
8663,Is Corporacion America Airports SA (CAAP) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8664,Is Country Garden Holdings (HKG:2007) A Risky Investment?,2,0,0,0.0,[],-1,0,1
8665,Is Cronos Group Inc. (CRON) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8666,"Is CryoPort, Inc. (CYRX) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8667,Is Deutsche Bank AG (DB) Going to Burn These Hedge Funds?,2,0,0,0.0,[],0,1,1
8668,Is Disney's maintained dividend a reason to leave investors with frozen hearts? $DIS  https://t.co/WwOKvQuEeh,2,0,0,0.0,[],-1,0,1
8669,"Is Energy Recovery, Inc. (ERII) A Good Stock To Buy?",2,0,1,0.7,"[('good', 0.7)]",1,0,0
8670,"Is Enzo Biochem, Inc. (ENZ) Going To Burn These Hedge Funds ?",2,0,0,0.0,[],0,1,1
8671,Is Evonik Industries AG (ETR:EVK) Trading At A 45% Discount?,2,0,0,0.0,[],0,1,1
8672,Is Fidelity International Discovery (FIGRX) a Strong Mutual Fund Pick Right Now?,2,0,1,0.23968253968253964,"[('international', 0.0), ('strong', 0.4333333333333333), ('right', 0.2857142857142857)]",1,0,0
8673,Is Finablr PLC (LON:FIN) Trading At A 30% Discount?,2,0,0,0.0,[],0,1,1
8674,Is Finnair Oyj (HEL:FIA1S) Using Too Much Debt?,2,0,1,0.2,"[('much', 0.2)]",0,1,0
8675,Is First Foundation Inc (FFWM) A Good Stock To Buy?,2,0,1,0.475,"[('first', 0.25), ('good', 0.7)]",1,0,0
8676,Is First Trust Dow Jones Global Select Dividend ETF (FGD) a Strong ETF Right Now?,2,0,1,0.24226190476190476,"[('first', 0.25), ('global', 0.0), ('strong', 0.4333333333333333), ('right', 0.2857142857142857)]",1,0,0
8677,Is Fortis Inc. (FTS) Going To Burn These Hedge Funds ?,2,0,0,0.0,[],0,1,1
8678,Is Fortune Minerals (TSE:FT) A Risky Investment?,2,0,0,0.0,[],-1,0,1
8679,Is Genfit SA (EPA:GNFT) A Volatile Stock?,2,0,0,0.0,[],0,1,1
8680,Is Glaukos Corporation (GKOS) Going to Burn These Hedge Funds?,2,0,0,0.0,[],-1,0,1
8681,Is Global X SuperDividend U.S. ETF (DIV) a Strong ETF Right Now?,2,0,1,0.23968253968253964,"[('global', 0.0), ('strong', 0.4333333333333333), ('right', 0.2857142857142857)]",1,0,0
8682,Is Gol Linhas Aereas Inteligentes SA  (GOL) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
8683,"Is Helios Technologies, Inc.'s (NASDAQ:HLIO) 11% ROE Better Than Average?",2,0,1,0.175,"[('better', 0.5), ('average', -0.15)]",1,0,0
8684,Is Hess Stock a Buy?,2,0,0,0.0,[],0,1,1
8685,"Is HollyFrontier’s Plan for Growth, Shareholder Returns Good Enough?",2,0,1,0.35,"[('good', 0.7), ('enough', 0.0)]",1,0,0
8686,Is Hollysys Automation Technologies Ltd (HOLI) A Good Stock To Buy?,2,0,1,0.7,"[('good', 0.7)]",1,0,0
